id,year,parl_code,name,party_code,votes
1,2004,P1,Datuk Seri Azmi Khalid,UMNO,18322
2,2004,P1,Wan Kharizal Wan Khazim,PAS,9058
3,2004,P2,Datuk Radzi Sheikh Ahmad,UMNO,22498
4,2004,P2,Ishar Saad,PAS,9950
5,2004,P3,Datuk Seri Syed Razlan Syed Putra Jamalullail,UMNO,17367
6,2004,P3,Datuk Dr Haron Din,PAS,14124
7,2004,P4,Datuk Abu Bakar Taib,UMNO,16510
8,2004,P4,Zubir Ahmad,PAS,5738
9,2004,P5,Datuk Abdul Rahman Ariffin,UMNO,19123
10,2004,P5,Idris Ahmad,PAS,16981
11,2004,P6,Datuk Mohd Johari Baharom,UMNO,26657
12,2004,P6,Dr Abdul Isa Ismail,PAS,12945
13,2004,P7,Datuk Ghazali Ibrahim,UMNO,14776
14,2004,P7,Zawawi Haji Ahmad,PAS,12604
15,2004,P8,Datuk Abdul Rahman Ibrahim,UMNO,29740
16,2004,P8,Mahfuz Omar,PAS,22440
17,2004,P9,Datuk Chor Chee Heung,MCA,28379
18,2004,P9,Siti Nor Abdul Hamid,PKR,13864
19,2004,P10,Hashim Jahaya,UMNO,36707
20,2004,P10,Mohamed Sabu,PAS,26493
21,2004,P11,MD Rozai Shafian,UMNO,24380
22,2004,P11,Dr Mohd Hayati Othman,PAS,24430
23,2004,P12,Datuk Badruddin Amirudin,UMNO,30154
24,2004,P12,Che bin Arshad,PAS,19749
25,2004,P13,Datuk Dr Wan Azmi Wan Ariffin,UMNO,15357
26,2004,P13,Azizan Abdul Razak,PAS,15038
27,2004,P14,Datuk Zainuddin Maidin,UMNO,29607
28,2004,P14,Saiful Izham Ramli,PKR,14162
29,2004,P15,Datuk Mahadzir Mohd Khir,UMNO,36067
30,2004,P15,Zamri Yusof,PKR,18565
31,2004,P16,Datuk Dr Mashitah Ibrahim,UMNO,32661
32,2004,P16,Taib Azamudden Md Taib,PAS,28432
33,2004,P17,Lim Bee Kau,MCA,26269
34,2004,P17,Saifuddin Nasution Ismail,PKR,15953
35,2004,P18,Datuk Paduka Abdul Kadir Sheikh Fadzir,UMNO,22556
36,2004,P18,Alwi Mohamed Yusop,PKR,14558
37,2004,P19,Mat Nawawi Mat Jusoh,UMNO,26099
38,2004,P19,Datuk Kamarudin Jaafar,PAS,27919
39,2004,P20,Datuk Dr Nik Mohd Zain Omar,UMNO,14399
40,2004,P20,Datuk Ab Halim Ab Rahman,PAS,20621
41,2004,P21,Datuk Zaid Ibrahim,UMNO,23831
42,2004,P21,Nik Mahmood Nik Hassan,PKR,22108
43,2004,P22,Datuk Abd Rahim Ab Rahman,UMNO,16275
44,2004,P22,Ismail Noh,PAS,17526
45,2004,P22,Datuk Ibrahim Ali,Ind,6198
46,2004,P23,Mohd Daud Hamat,UMNO,14295
47,2004,P23,Abdul Fatah Haron,PAS,15027
48,2004,P24,Datuk Ahmad Rusli Iberahim,UMNO,15803
49,2004,P24,Salahuddin Ayub,PAS,21430
50,2004,P25,Datuk Dr Awang Adek Hussin,UMNO,25194
51,2004,P25,Wan Nik Wan Yusof,PAS,21922
52,2004,P26,Md Alwi Che Ahmad,UMNO,20024
53,2004,P26,Muamad Mustafa,PKR,17136
54,2004,P27,Shaari Hassan,UMNO,16107
55,2004,P27,Saupi Daud,PKR,13580
56,2004,P28,Che Min Che Ahmad,UMNO,23208
57,2004,P28,Kalthom Othman,PAS,27018
58,2004,P29,Sazmi Miah,UMNO,17464
59,2004,P29,Mohd Yusof Mohd Noor,PAS,17329
60,2004,P30,Datuk Mustapa Mohamed,UMNO,16960
61,2004,P30,Mohd Apandi Mohamed,PAS,9607
62,2004,P31,Mohammad Razali Che Mamat,UMNO,19148
63,2004,P31,Abdul Rahim Wan Abdullah,PAS,16732
64,2004,P32,Tengku Razaleigh Hamzah,UMNO,13570
65,2004,P32,Dr Zulkifli Ahmad,PAS,6972
66,2004,P33,Prof Datuk Dr. Abdullah Mohd Zin,UMNO,26087
67,2004,P33,Nasharudin Mat Isa,PAS,17587
68,2004,P34,Mohd Yusof Majid,UMNO,23079
69,2004,P34,Che Ghani Che Ambak,PAS,16383
70,2004,P35,Che Azmi Abd Rahman,UMNO,24895
71,2004,P35,Mohd Shukrimun Shamsudin,PAS,20798
72,2004,P36,Razali Ismail,UMNO,30994
73,2004,P36,Dr Syed Azam Syed Ahmad,PAS,29061
74,2004,P37,Datuk Abdul Rahman Bakar,UMNO,28076
75,2004,P37,Datuk Seri Abdul Hadi Awang,PAS,27913
76,2004,P38,Tengku Putera Tengku Awang,UMNO,23815
77,2004,P38,Muhyidin Abd Rashid,PAS,16055
78,2004,P39,Datuk Rosli Mat Hassan,UMNO,26398
79,2004,P39,Datuk Mustafa Ali,PAS,21502
80,2004,P40,Ahmad Shabery Chik,UMNO,36517
81,2004,P40,Abdl Rahman Yusof,PKR,20635
82,2004,P41,Datuk Seri Abdullah Ahmad Badawi,UMNO,25403
83,2004,P41,Abdul Rashid Rasid,PAS,7281
84,2004,P42,Datuk Seri Mohd Shariff Omar,UMNO,22011
85,2004,P42,Mujahid Yusof Rawa,PAS,11828
86,2004,P43,Lim Chien Aun,MCA,19473
87,2004,P43,Lim Hock Seng,DAP,23095
88,2004,P44,Datuk Pirdaus Ismail,UMNO,21147
89,2004,P44,Datin Seri Dr Wan Azizah Wan Ismail,PKR,21737
90,2004,P45,Ma Kok Ben,MCA,17651
91,2004,P45,Chong Eng,DAP,26215
92,2004,P46,Huan Cheng Guan,GERAKAN,17097
93,2004,P46,Law Choo Kian,PKR,8099
94,2004,P46,Tanasekharan a/l Audherapady,DAP,6552
95,2004,P47,Datuk Zainal Abidin Osman,UMNO,18823
96,2004,P47,Goh Kheng Huat,PKR,12818
97,2004,P48,Chia Kwang Chye,GERAKAN,28281
98,2004,P48,Zulkifli Mohd Noor,DAP,17564
99,2004,P49,Ooi Swee Hing,GERAKAN,17424
100,2004,P49,Chow Kon Yeow,DAP,21652
101,2004,P50,Lee Kah Choon,GERAKAN,24988
102,2004,P50,Gooi Seong Kin,DAP,17518
103,2004,P51,Lim Boo Chang,MCA,21268
104,2004,P51,Karpal Singh,DAP,22529
105,2004,P52,Wong Kam Hoong,MCA,29430
106,2004,P52,Ong Peng Cheow,PKR,10579
107,2004,P53,Datuk Dr Hilmi Yahaya,UMNO,21114
108,2004,P53,Dr Rohana Ariffin,PKR,8177
109,2004,P54,Datuk Dr Wan Hashim Wan Teh,UMNO,12293
110,2004,P54,Ramli Tusin,PAS,4213
111,2004,P55,Datil Khamsiyah Yeop,UMNO,10924
112,2004,P55,Zulkifli Abu,PAS,5292
113,2004,P56,Datuk Raja Ahmad Zainuddin Raja Omar,UMNO,18421
114,2004,P56,Kamaruddin Awang Basir,PAS,10983
115,2004,P57,Brig (G) Datuk Abd Hamid Ngah @ Zainal Abidin,UMNO,19317
116,2004,P57,Datuk Dr Hasan Mohd Ali,PAS,14619
117,2004,P58,Datuk Zainal Abidin Zin,UMNO,19827
118,2004,P58,Ahmad Awang,PAS,14213
119,2004,P59,Tan Lian Hoe,GERAKAN,16846
120,2004,P59,Dr Lo Lo Mohamed Ghazli,PAS,10144
121,2004,P60,Datuk M Kayveas,PPP,20129
122,2004,P60,Ong Chee Keng,DAP,17957
123,2004,P60,P Annah Dorai,PKR,4371
124,2004,P61,Datuk Seri Mohamed Nazri Abd Aziz,UMNO,9214
125,2004,P61,Mohd Zolkafli Yahaya,PKR,4442
126,2004,P62,Datuk Seri Samy Vellu,MIC,18797
127,2004,P62,Dr Michael Jeyakumar Devaraj,PKR,8562
128,2004,P62,Samugam Ponmugam Ponnan,DAP,2864
129,2004,P63,Datuk Ahmad Husni Hanadzlah,UMNO,31824
130,2004,P63,Dr Khairuddin Datuk Abdul Malek,PAS,14464
131,2004,P64,Thong Fah Chong,MCA,19077
132,2004,P64,Lim Kit Siang,DAP,28851
133,2004,P65,Datuk Ir Ho Cheong Sing,MCA,22337
134,2004,P65,M Kulasegaran,DAP,22935
135,2004,P66,Datuk Ong Ka Chuan,MCA,20735
136,2004,P66,Fong Po Kuan,DAP,28662
137,2004,P67,Datuk Seri Rafidah Aziz,UMNO,11305
138,2004,P67,Mohammad Nizak Jamaluddin,PAS,5748
139,2004,P68,Datuk Seri Lim Keng Yaik,GERAKAN,15867
140,2004,P68,Nga Hock Cheh,DAP,11303
141,2004,P69,Nasaruddin Hashim,UMNO,12808
142,2004,P69,Muhammad Ismi Mat Taib,PAS,8112
143,2004,P70,Tan Sri Hew See Yong,MCA,23129
144,2004,P70,Liew Ah Kim,DAP,13655
145,2004,P71,Tan Sri Dr Ting Chew Peh,MCA,29660
146,2004,P71,Dr Lee Boon Chye,PKR,15400
147,2004,P72,Datuk S Veerasingam,MIC,16945
148,2004,P72,Dr Mohd Radzi Othman,PAS,7359
149,2004,P73,Tan Sri Ramli Ngah Talib,UMNO,19422
150,2004,P73,Muhaimin Sulam,PAS,10875
151,2004,P74,Kong Cho Ha,MCA,27415
152,2004,P74,Mustafa Kamil Ayub,PKR,15801
153,2004,P75,Datuk Ahmad Zahid Hamidi,UMNO,17049
154,2004,P75,A Ayadhurai,PKR,4510
155,2004,P76,Mah Siew Keong,GERAKAN,18665
156,2004,P76,Wu Him Ven,DAP,8829
157,2004,P76,N Gobalakrishnan,PKR,6128
158,2004,P77,Datuk Loke Yuen Yow,MCA,24025
159,2004,P77,Shamsuddin Abdul Rahman,PKR,9489
160,2004,P78,Devamany A/L Krishnasamy,MIC,10226
161,2004,P78,Apalasamy A/L Jataliah,DAP,3966
162,2004,P79,Mohamad Shahrum Osman,UMNO,13870
163,2004,P79,Mohd Zai Mustafa,PAS,6246
164,2004,P80,Datuk Dr Ng Yen Yen,MCA,20472
165,2004,P80,Choong Siew Oon,DAP,10650
166,2004,P81,Datuk Seri Tengku Azlan Sultan Abu Bakar,UMNO,21349
167,2004,P81,Dr Hamzah Jaafar,PAS,12892
168,2004,P82,Datuk Wan Adnan Wan Mamat,UMNO,25177
169,2004,P82,Dzulkifli Ismail,PKR,10948
170,2004,P83,Datuk Fu Ah Kiow,MCA,21324
171,2004,P83,Fuziah Salleh,PKR,12177
172,2004,P84,Datuk Seri Dr Siti Zaharah Sulaiman,UMNO,20474
173,2004,P84,Saari Sungib,PKR,7956
174,2004,P85,Datuk Seri Mohd Najib Tun Abdul Razak,UMNO,31956
175,2004,P85,Brig Jen (B) Datuk Zakaria Dahlan,PAS,9034
176,2004,P86,Ismail Abdul Muttalib,UMNO,15725
177,2004,P86,Datuk Tuan Ibrahim Tuan Man,PAS,8483
178,2004,P87,Ismail Mohamed Said,UMNO,16021
179,2004,P87,Musaniff Ab Rahman,PAS,8670
180,2004,P88,Datuk Mohd Sarit Yusoh,UMNO,24633
181,2004,P88,Idris Omar,PAS,12026
182,2004,P89,Liow Tiong Lai,MCA,27144
183,2004,P89,Abub Bakar Lebai Sudin,DAP,10305
184,2004,P90,Ismail Sabri Yaakob,UMNO,16714
185,2004,P90,Dr Abdul Wahab Ismail,PAS,12244
186,2004,P91,Datuk Dr Jamaluddin Mohd Jarjis,UMNO,19359
187,2004,P91,Sukri Ahmad,PAS,10009
188,2004,P92,Datuk Mat Yasir Ikhsan,UMNO,13826
189,2004,P92,Badrul Amin Bahron,PKR,8478
190,2004,P93,Noriah Kasnon,UMNO,15337
191,2004,P93,Sallehen Mukhyi,PAS,7988
192,2004,P94,Datuk G Palanivel,MIC,27807
193,2004,P94,Datuk Ismail Kamus,PAS,13324
194,2004,P95,Datuk Noh Omar,UMNO,17750
195,2004,P95,Abdul Ghani Samsudin,PAS,8742
196,2004,P96,Mohd Daud Taripeh,UMNO,22001
197,2004,P96,Raja Kamaruddin Raja Abdul Wahid,PKR,8339
198,2004,P97,Datuk Chan Kong Choy,MCA,36343
199,2004,P97,Koh Swe Yong,PKR,13117
200,2004,P98,Dr Raman Ismail,UMNO,39870
201,2004,P98,Dr Mohd Hatta Md Ramli,PAS,26663
202,2004,P99,Dr Rozaidah Talib,UMNO,33214
203,2004,P99,Dr A Xavier Jayakumar,PKR,13482
204,2004,P100,Datuk Ong Tee Keat,MCA,26721
205,2004,P100,Iskandar Abdul Samad,PAS,12609
206,2004,P101,Markiman Kobiran,UMNO,40937
207,2004,P101,Datuk Yeop Adlan Che Rose,PAS,18160
208,2004,P102,Datuk Yap Pian Hon,MCA,34495
209,2004,P102,Wong Kok Yew,DAP,23215
210,2004,P103,Lau Yeng Peng,GERAKAN,21291
211,2004,P103,Dr Azmi Jamion @ Jemingon,PAS,9409
212,2004,P103,Wong Choong Yun,DAP,9185
213,2004,P104,Loh Seng Kok,MCA,35846
214,2004,P104,Syed Shahir Syed Mohamed,PKR,14275
215,2004,P105,Datuk Donald Lim Siang Chai,MCA,35054
216,2004,P105,R Sivarasa,PKR,13638
217,2004,P106,Chew Mei Fun,MCA,32422
218,2004,P106,Ronnie Liu Tian Khiew,DAP,19379
219,2004,P107,Tan Sri KS Nijhar,MIC,32941
220,2004,P107,Mohd Nasir Hashim,PKR,17481
221,2004,P108,Datuk Abdul Aziz Shamsuddin,UMNO,32417
222,2004,P108,Khalid Abdul Samad,PAS,19007
223,2004,P109,P Komaladevi,MIC,44007
224,2004,P109,Ang Hiok Gai,PKR,29419
225,2004,P110,Datin Paduka Dr Tan Yee Kew,MCA,32138
226,2004,P110,Dr Wong Ang Peng,DAP,18857
227,2004,P111,S Vigneswaran,MIC,24376
228,2004,P111,Dr Mariah Mahmud,PAS,16137
229,2004,P111,T Krisnasami,Ind,3608
230,2004,P112,Datuk Dr Shafie Mohd Salleh,UMNO,34118
231,2004,P112,Zulkifli Noordin,PKR,12623
232,2004,P113,Datuk Mohd Zin Mohamed,UMNO,30755
233,2004,P113,Mohamed Makki Ahmad,PAS,11918
234,2004,P114,Ma Woei Chyi,GERAKAN,21428
235,2004,P114,Dr Tan Seng Giaw,DAP,23282
236,2004,P115,Ng Lip Yong @ Ng Lip Sat,GERAKAN,28718
237,2004,P115,Chua Tian Chang,PKR,17201
238,2004,P116,Yew Teong Look,MCA,23135
239,2004,P116,Sahri Bahari,PKR,12950
240,2004,P117,Dr Tan Kee Kwong,GERAKAN,28061
241,2004,P117,Kuan Perk Siong,DAP,11093
242,2004,P118,Datuk Zulhasnan Rafique,UMNO,27757
243,2004,P118,Mejar (B) Abdul Rashid Hassan Basri,PAS,8088
244,2004,P119,Datuk Astaman Abdul Aziz,UMNO,22910
245,2004,P119,Mohamad Noor Mohamad,PAS,11095
246,2004,P120,Tan Chew Mooi,MCA,18799
247,2004,P120,Fong Kui Lun,DAP,19103
248,2004,P120,Wee Choo Keong,MDP,1107
249,2004,P120,Billi Lim Peng Soon,Ind,132
250,2004,P121,Datuk Seri Shahrizat Abdul Jalil,UMNO,26474
251,2004,P121,Sanusi Osman,PKR,11186
252,2004,P122,Chin Yen Foo,MCA,20302
253,2004,P122,Teresa Kok Suh Sim,DAP,33197
254,2004,P123,Lee Boon Kok,MCA,17195
255,2004,P123,Tan Kok Wai,DAP,29056
256,2004,P124,Datuk Tan Chai Ho,MCA,33223
257,2004,P124,Dr Rosli Ibrahim,PKR,15696
258,2004,P125,Datuk Tengku Adnan Tengku Mansor,UMNO,4086
259,2004,P125,Abdul Rahman Othman,PKR,540
260,2004,P126,Datuk Seri Dr Rais Yatim,UMNO,20650
261,2004,P126,Dr Rosli Yaakop,PAS,5870
262,2004,P127,Tan Sri Mohamed Isa Abdul Samad,UMNO,26360
263,2004,P127,Mohamad Fozi Mohd Zin,PAS,9280
264,2004,P128,Datuk Hon Choon Kim,MCA,36542
265,2004,P128,Choong Yen Loong,DAP,20306
266,2004,P129,Datuk Hasan Malek,UMNO,22105
267,2004,P129,Annuar Mohd Saleh,PKR,8763
268,2004,P130,Datuk Goh Siow Huat,MCA,25009
269,2004,P130,Chan Su Sann,DAP,20446
270,2004,P131,Datuk Firdaus Muhammad Rom Harun,UMNO,28664
271,2004,P131,Dr Dzulkefli Ahmad,PAS,10008
272,2004,P132,S Sothinathan,MIC,28494
273,2004,P132,Ab Manap Sahardin,PKR,10717
274,2004,P133,Datuk Shaziman Abu Mansor,UMNO,23936
275,2004,P133,Abdul Razakek Abdul Rahim,PAS,5852
276,2004,P134,Datuk Wira Abu Seman Yusop,UMNO,24188
277,2004,P134,Muhamad Burok,PAS,5789
278,2004,P135,Datuk Dr Fong Chan Onn,MCA,29920
279,2004,P135,Goh Leong San,DAP,7372
280,2004,P136,Idris Haron,UMNO,33039
281,2004,P136,Shamsul Iskandar Mohd Akin,PKR,8595
282,2004,P137,Datuk Dr Mohd Ruddin Abdul Ghani,UMNO,39491
283,2004,P137,Khalid Jaafar,PKR,12239
284,2004,P138,Wong Nai Chee,MCA,31217
285,2004,P138,Kerk Kim Hock,DAP,30998
286,2004,P139,Mohd Said Yusof,UMNO,31198
287,2004,P139,Jasme Tompang,PAS,9864
288,2004,P140,Dr S Subramaniam,MIC,17953
289,2004,P140,Pang Hok Liong,DAP,10144
290,2004,P141,Baharum Mohamed,UMNO,19628
291,2004,P141,Zulkapli bin Salleh,PKR,4786
292,2004,P142,Datuk Dr Chua Soi Lek @ Chua Kin Seng,MCA,16469
293,2004,P142,Tee Gey Yan,DAP,5740
294,2004,P143,Tan Sri Muhyiddin Mohd Yassin,UMNO,23679
295,2004,P143,Mohamed Anang,PAS,4932
296,2004,P144,Hamim Samuri,UMNO,30967
297,2004,P144,Kasim Ibrahim,PAS,9296
298,2004,P145,Datuk Chua Jui Meng,MCA,29320
299,2004,P145,Azhari Ismail,DAP,10261
300,2004,P146,Razali Ibrahim,UMNO,21116
301,2004,P146,Mohamad Taib,PAS,7701
302,2004,P147,Syed Hood Syed Edros,UMNO,26974
303,2004,P147,Suhaizan Kaiat,PAS,9788
304,2004,P148,Dr Wee Ka Siong,MCA,20065
305,2004,P148,Mohd Zamri Mat Taksis,PAS,4302
306,2004,P149,Datuk Mohamad Aziz,UMNO,21512
307,2004,P149,Dr Ahmad Faidi Saidi,PKR,5316
308,2004,P150,Dr Junaidy And Wahab,UMNO,38982
309,2004,P150,Mohamed Hanipa Maidin,PAS,9880
310,2004,P151,Datuk Seri Kerk Choo Ting,GERAKAN,18997
311,2004,P151,Atan Gombang,PAS,4842
312,2004,P152,Hoo Seong Chang,MCA,33001
313,2004,P152,Ng Lam Hua,DAP,14303
314,2004,P153,Datuk Hishamuddin Tun Hussein,UMNO,19575
315,2004,P153,Onn Jaafar,PAS,2597
316,2004,P154,Datuk Abdul Latiff Ahmad,UMNO,19222
317,2004,P154,Idris Tukachil,PAS,4649
318,2004,P155,Datuk Dr Adham Baba,UMNO,19706
319,2004,P155,Salleh Farmin,PAS,2618
320,2004,P156,Datuk Syed Hamid Albar,UMNO,1
321,2004,P156,Uncontested,,0
322,2004,P157,Datuk Azalina Othman Said,UMNO,1
323,2004,P157,Uncontested,,0
324,2004,P158,Ling Ban San @ Teng Boon Soon,MCA,32071
325,2004,P158,Yaakob Mohd Yusof,PAS,6060
326,2004,P159,Datuk Mohamed Khaled Nordin,UMNO,38123
327,2004,P159,A Razak Ahmad,PKR,7002
328,2004,P160,Datuk Shahrir Abdul Samad,UMNO,54073
329,2004,P160,Atan Ahmad,PAS,7281
330,2004,P161,Datuk Nur Jazlan Tan Sri Mohamad,UMNO,42406
331,2004,P161,Nasir Wahab,PAS,7480
332,2004,P162,Tan Ah Eng,MCA,41001
333,2004,P162,Song Sing Kwee,PKR,9335
334,2004,P163,Lim Si Cheng,MCA,32278
335,2004,P163,Ong Kow Meng,DAP,14134
336,2004,P164,Hasni Mohamad,UMNO,26667
337,2004,P164,Hassan Abdul Karim,PKR,5509
338,2004,P165,Datuk Seri Ong Ka Ting,MCA,28046
339,2004,P165,Tan Hang Meng,DAP,4431
340,2004,P166,Datuk Suhaili Abdul Rahman,UMNO,11087
341,2004,P166,Matusin Abdul Rahman,PAS,3186
342,2004,P167,Datuk Abdul Rahim Bakri,UMNO,13236
343,2004,P167,Orong Sahap,IND,6488
344,2004,P167,Datu Abdul Razak Abdul Salam,IND,2375
345,2004,P168,Datuk Dr Maximus Ongkili,PBS,10457
346,2004,P168,Anthony Mandiau,IND,7268
347,2004,P169,Datuk Salleh Tun Said,UMNO,19185
348,2004,P169,James Bagah,IND,8956
349,2004,P169,Jainin Giau,SETIA,1586
350,2004,P170,Wilfred Madius Tangau,UPKO,17722
351,2004,P170,Umsery @ Ansari Abdullah,PKR,8555
352,2004,P171,Eric Enchin Majimbun,SAPP,16426
353,2004,P171,Datin Saidatul Badru Tun Said,PKR,5201
354,2004,P172,Dr Yee Moh Chai,PBS,15650
355,2004,P172,Hiew King Cheu,DAP,5179
356,2004,P172,Christina Liew,PKR,3497
357,2004,P173,Datuk Dr Marcus Mojigoh,UPKO,13816
358,2004,P173,Awang Ahmad Sah,PKR,5984
359,2004,P174,Donald Peter Mojuntin,UPKO,16032
360,2004,P174,Jomilon Mojountin @ Conrad Mojountin,DAP,3325
361,2004,P174,Joseph Sulaiman,IND,960
362,2004,P174,Blaise Mosidin@Frederick Francis,PKR,927
363,2004,P175,Rosnah Abdul Abdul Rashid Shirlin,UMNO,1
364,2004,P176,Datuk Anifah Aman,UMNO,9655
365,2004,P176,Awang Tengah Awang Amin,PKR,4547
366,2004,P177,Azizah Mohd Dun,UMNO,1
367,2004,P178,Datuk Dr Yusof Yacob,UMNO,1
368,2004,P179,Tan Sri Bernard Dompok,UPKO,7547
369,2004,P179,Ruhimin Adzim,IND,1609
370,2004,P179,Karim Adam,IND,1609
371,2004,P179,Japiril Suhaimin,IND,1609
372,2004,P180,Datuk Joseph Pairin Kitingan,PBS,1
373,2004,P180,Janti@Joseph,IND,0
374,2004,P181,Raimi Unggi,UMNO,8032
375,2004,P181,Datuk Laimun Laikin,IND,5628
376,2004,P182,Bernard S.Maraat,PBRS,5880
377,2004,P182,Matin Tomy@Tommy,IND,5272
378,2004,P182,Razali Suffian Koroh,SETIA,557
379,2004,P183,Ronald Kiandee,UMNO,1
380,2004,P184,Juslie Ajirol,UMNO,13140
381,2004,P184,Rajmunni Sabu,PKR,2471
382,2004,P185,Edmund Chong Ket Wah,PBS,1
383,2004,P185,Pg Roslan Pg Nasrun,PKR,0
384,2004,P186,Lau Ngan Siew,LDP,8208
385,2004,P186,Chong Hon Min,IND,9538
386,2004,P186,Liew Teck Khen @ Liaw Tech King,PASOK,543
